|·█··················█····█····█·········█·█··················| 10cc67a9 0.636
|········██·····█·····█················█······················| 150086db 0.782
|█·······█··██··█····██·········██·····█······█···············| 04bf3882 0.800
|··█···█··█·█·█·█····█······█·█·········█····██···██·█···█···█| db06d7e1 0.978
|···········██········█···············██······█·········█····█| 2057e2b8 0.889
|···········██········█···············██······█·········█····█| 25c985e4 0.886
|··············█··█·································█·█·█··█··| e3b086f7 0.884
|···········██········█···············██······█·········█····█| 649d73a7 0.877
|·····█····················█···········█········█·██··█·······| fea16021 0.823
|···········██········█···············██······█·········█····█| 445b6c0b 0.883
|········██·····█·····█················█······················| 7afec6b2 0.782
|█·······█··██··█····██·········██·····█······█···············| 52df3f7a 0.801
|█·······█··██··█····██·········██·····█······█···············| 838e9372 0.796
|···········██········█···············██······█·········█····█| c457638a 0.893
|█···█···█·█········█··█··██···█·█·····█······················| 620218fa 0.792
|█·······█··██··█····██·········██·····█······█···············| a8b16bd8 0.806
|█·······█··██··█····██·········██·····█······█···············| 00bd9c64 0.802
|█·······█··██··█····██·········██·····█······█···············| 73b31bfe 0.823
|█······█·····█·············█····█···············██···········| 050cde09 0.885
|█···█···█·█········█··█··██·█·█·█····························| c9877d79 0.858
|··█···█··█·█·█·█····█······█·█·········█····██···██·█···█···█| 2035d97b 0.972
|█······█·····█·············█····█···············██···········| ce063727 0.879
|█···█···█·█····█····█·█··█···█········█····█····█············| 2faddf0d 0.795
|·······███·····█·····█················█······················| d8c0e0cd 0.793
|········█···█·········██··············█······················| 965e63ed 0.795
|█·······█··██··█····██·········██·····█······█···············| 0a7e638d 0.802
|···········██········█···············██······█·········█····█| d67369c1 0.892
|··█···█··█·█·█·█····█······█·█·········█····██···██·█···█···█| 3d4b3e18 0.973
|█···█···█·█····█····█·█··█···█········█····█····█············| 4bef4f16 0.821
|█·······█···█·········██··············█······················| 2fd2f37d 0.787
|··█···█··█·█·█·█····█······█·█·········█····██···██·█···█···█| 75f09493 0.974
|·······███·····█·····█················█······················| c1a07488 0.789
|·······███·····█·····█················█······················| d7014c57 0.790
|··█···█··█·█·█·█····█······█·█·········█····██···██·█···█···█| 406e24b5 0.972
|········█···█·········██··············█······················| c5c882b8 0.780
|█·······█··██··█····██·········██·····█······█···············| 707d5534 0.808
|█·······█··██··█····██·········██·····█······█···············| 92bfbb01 0.799
|···········██········█···············██······█·········█····█| 86f879b6 0.883
|···········██········█···············██······█·········█····█| 77580172 0.887
|···········██········█···············██······█·········█····█| 3da4a7a6 0.873
|█···█···█·█········█··█··██···█·█·····█······················| 5199b4e2 0.794
|█·······█··██··█····██·········██·····█······█···············| a8c7a290 0.805
|█···█···█·█····█····█·█··█···█········█····█····█············| 30dc1e55 0.796
|·····█····················█···········█········█·██··█·······| 5b6a4509 0.823
|█···█···█·█········█··█··██·█·█·█····························| d27e60cf 0.830
|█·······█··██··█····██·········██·····█······█···············| cca5fd84 0.759 *


|·······███·····█·····█···█············█······················| 3cad3c5d 0.782
|······█·██·█·█·█····██·····█·█········██····██···██·█···█···█| 4e607a29 0.944
|··········█···█·█······················█········█·█··█··█···█| 9b7e4aa7 0.912
|··········█···█·█······················█········█·█··█··█···█| 3f9d8bb2 0.925
|··········█···█·█······················█········█·█··█··█···█| 213977a6 0.926
|··········█···█·█······················█········█·█··█··█···█| 2c039bb9 0.919
|·······███·····█·····█···█············█······················| bf115707 0.773
|█···█···█·█····█····█·█··█···█········█····█····█············| 184c76f1 0.795
|··········█···█·█······················█········█·█··█··█···█| 12f5f29c 0.913
|········█···█·········██··············█······················| 2ee43d30 0.776
|········██·██··█····██····█···········█·····················█| ea52fd8b 0.823
|······█·██·█·█·█····██·····█·█········██····██···██·█···█···█| 03fd0ec9 0.944
|█·······█··██··█····██·········██·····█······█···············| cca5fd84 0.786
|·····█····················█······█····█········█·██··█·······| 27fc70ec 0.817
|·····█····················█······█····█········█·██··█·······| 5875e0b8 0.819
|█·······█···█·········██··············█····················█·| 5cd714db 0.806
|········██·····█···█··█··██···█·█·····█······················| a057e8aa 0.781
|··········█···█·█······················█········█·█··█··█···█| 7d7709b5 0.916
|█·······█···█·········██··············█····················█·| 72c97516 0.789
|········██·····█·····█················█······················| 7afec6b2 0.773
|········██·██··█····██····█···········█·····················█| 53719a7d 0.825
|█···█···█·█····█····█·█··█···█········█····█····█············| 81155c0e 0.796
|··········█···█·█······················█········█·█··█··█···█| 9a114252 0.910
|··········█···█·█······················█········█·█··█··█···█| 3c921225 0.910
|········██·····█·····█················█······················| d3208da9 0.766 *
|········██·····█···█··█··██···█·█·····█······················| 83331729 0.774
|········██·····█···█··█··██···█·█·····█······················| 876e0cc0 0.774
|··█········██········█···············██······█···············| d8d4f4e5 0.817
|█···█···█·█····█····█·█··█···█········█····█····█············| af64a6b7 0.789
|··············█··█·································█·█·█··█··| c703159a 0.859
|█······█·····█·············█····█···············██···········| 06368ced 0.893
|········██·██··█····██····█···········█·····················█| d7e08a25 0.843
|··········█···█·█······················█········█·█··█··█···█| 8d0b5acf 0.918
|█·······█···█·········██··············█······················| d53bfaaa 0.789
|········██·██··█····██····█···········█·····················█| 0d28d4d3 0.856
|······█·██·█·█·█····██·····█·█········██····██···██·█···█···█| b0797ab1 0.961
|··█········██········█···············██······█···············| b1841f94 0.813
|········██·····█·····█················█······················| 150086db 0.773
|········██·██··█····██····█···········█·····················█| b8154f0f 0.831
|█···█···█·█········█··█··██·█·█·█····························| 38c7eba6 0.831
|······█·██·█·█·█····██·····█·█········██····██···██·█···█···█| 591d34c7 0.926
|·····█····················█······█····█········█·██··█·······| ab9c4114 0.808
|█·······█···█·········██··············█····················█·| b55a3ea9 0.807
|··········█···█·█······················█········█·█··█··█···█| 6404c7b0 0.903
|█···█···█·█····█····█·█··█···█········█····█····█············| d9da1271 0.788
|··········█···█·█······················█········█·█··█··█···█| dc6177b7 0.911
|······█·██·█·█·█····██·····█·█········██····██···██·█···█···█| bc630d4f 0.923
|········██·██··█····██····█···········█·····················█| 024f13be 0.815
|······█·██·█·█·█····██·····█·█········██····██···██·█···█···█| 4e44f7e1 0.938
|··········█···█·█······················█········█·█··█··█···█| 70c90bff 0.909
|········█···█·········██··············█······················| d8fd9add 0.767
|········█···█·········██··············█······················| c5c882b8 0.768
|··········█···█·█······················█········█·█··█··█···█| eac4b7c6 0.907
|······█·██·█·█·█····██·····█·█········██····██···██·█···█···█| 22c68c08 0.921


|········██·····█·····█················█······················| d3208da9 0.672
|█·······█···█·········██··············█······················| 04c4a559 0.672
|█·······█···█·········██··············█········█·█·█········█| 375e79e4 0.787
|█·······█···█·········██··············█········█·█·█········█| a88089a2 0.787
|···█·████··█···························█········█·█··········| c8a9a65a 0.774
|········██·····█·····█·····█···█·······█···········█·······█·| bee207f7 0.821
|········██·····█···█··█··██···█·█·····█······················| fbc8de01 0.663
|······█··█·····█··················█···█·········██·█···█····█| bd25951e 0.802
|········██·██··█····██····█···········█·····················█| 2613865c 0.753
|·····█····················█······█····█········█·██··█·······| 44dbc902 0.729
|········██·····█·····█·····█···█·······█···········█·······█·| 0cf66030 0.808
|········██·····█·····█·····█···█·······█···········█·······█·| 221eb9f9 0.811
|··█·····█····█··█··█·██··█·██·················██··█·█·█·█····| 957a044a 0.837
|··█········██········█···············██······█···············| 1e84e8c8 0.710
|··█·····█····█··█··█·██··█·██·················██··█·█·█·█····| 69170cf5 0.845
|█·······█···█·········██··············█········█·█·█········█| 84c426e8 0.770
|······█··█·····█··················█···█·········██·█···█····█| c9336245 0.798
|·····█····················█······█····█········█·██··█·······| c550906d 0.725
|█·······█···█·········██··············█········█·█·█········█| 975f7a67 0.773
|······█··█·····█··················█···█·········██·█···█····█| 7f496165 0.797
|········██·····█·····█················█······················| 7afec6b2 0.662
|··█·····█····█··█··█·██··█·██·················██··█·█·█·█····| 125098ed 0.846
|█·······█···█·········██··············█········█·█·█········█| e38bcd86 0.779
|········██·····█·····█·····█···█·······█···········█·······█·| 1baeb22e 0.813
|········██·····█···█··█··██···█·█·····█······················| 87b51cf8 0.664
|··█········██········█···············██······█···············| ecf72647 0.709
|········██·····█·····█················█················█·····| 85854848 0.896
|··█·····█····█··█··█·██··█·██·················██··█·█·█·█····| bcdd15ac 0.845
|█·······█···█·········██··············█········█·█·█········█| bab725db 0.776
|··█·····█····█··█··█·██··█·██·················██··█·█·█·█····| 445d7ddb 0.849
|········██·····█···█··█··██···█·█·····█······················| cb6b60aa 0.660
|█···█···█·█········█··█··██·█·█·█····························| 903b0ac2 0.700
|·······███·····█·····█···█············█······················| e0c389bb 0.665
|········█···█·········██··············█······················| d8fd9add 0.665
|······█··█·····█··················█···█·········██·█···█····█| 688fa24e 0.797
|··█·····█····█··█··█·██··█·██·················██··█·█·█·█····| 04ee34ae 0.851
|·····█····················█······█····█········█·██··█·······| e90fe62e 0.722
|·····█····················█······█····█········█·██··█·······| edd3c836 0.720
|········██·····█·····█················█················█·····| 9968adf3 0.906
|········█·············██··············█······················| 09013984 0.669
|········█···█·········██··············█······················| c5c882b8 0.666
|········██·██··█····██····█···········█·····················█| e6562ed8 0.748
|······█··█·····█··················█···█·········██·█···█····█| 50afee47 0.789
|········█·············██··············█······················| 7536ba7a 0.659
|··█·····█····█··█··█·██··█·██·················██··█·█·█·█····| f26f2391 0.846
|··█·····█····█··█··█·██··█·██·················██··█·█·█·█····| 4b462454 0.847
|······█··█·····█··················█···█·········██·█···█····█| f41d8681 0.790
|··█·····█····█··█··█·██··█·██·················██··█·█·█·█····| 664d0f8c 0.843
|········██·····█·····█················█······················| 150086db 0.653
|█·······█···█·········██··············█········█·█·█········█| f1a22826 0.762
|········██·██··█····██····█···········█·····················█| ef155333 0.734
|█·······█···█·········██··············█········█·█·█········█| 5aa29597 0.753
|········██·····█···█··█··██···█·█·····█······················| 513e3b46 0.638 *
|······█··█·····█··················█···█·········██·█···█····█| 7ac55555 0.759


|█·······█···█·········██··············█······················| 52679ee7 0.663
|········█······█·····███··············██·····················| 1bf1211e 0.710
|········██·██··█····██····█···········█·············█·······█| c4843326 0.769
|··█·····██·····█···█·█····█···█·█·█···█········█·█·█········█| 25020abe 0.797
|······█··█·····█······█··██···█·█·····█·········██·█···█····█| 98e18216 0.808
|······█··█·····█······█··██···█·█·····█·········██·█···█····█| 5363b524 0.808
|█·······██··█·········██······█·█·█···█······················| 73dd23e4 0.669
|··█·····██·····█···█·█····█···█·█·█···█········█·█·█········█| 4a03f5eb 0.794
|··█·····█····█··█··█·██··█·█··················██··█·█·█·█····| 0fccccef 0.847
|·····█····················█······█····█········█·██··█·······| 53584f27 0.729
|········██·····█·····█·····█···█·······█···········█·······█·| ab0ae8d5 0.815
|··█·····█····█··█··█·██··█·█··················██··█·█·█·█····| c7ce4c65 0.845
|········██·····█·····█················█······················| 7afec6b2 0.659
|█·······██··█·········██······█·█·█···█······················| 9e31782f 0.669
|······█··█·····█······█··██···█·█·····█·········██·█···█····█| 31b3cc1d 0.800
|········██·····█·····█················█······················| 150086db 0.663
|········██·██··█····██····█···········█·············█·······█| 3df8684c 0.766
|··█········██········█···············██······█···············| 22b34fc7 0.705
|·····█····················█······█····█········█·██··█·······| f4e6f0a1 0.719
|········█···█·········██··············█······················| 49d93f42 0.665
|··█········██········█···············██······█···············| d79a1d5f 0.710
|·····█····················█······█····█········█·██··█·······| e7188dc9 0.718
|······█··█·····█······█··██···█·█·····█·········██·█···█····█| bb37441c 0.794
|········██·····█·····█················█················█·····| 72a10938 0.904
|········█·············██··············█······················| 7536ba7a 0.655 *
|········█···█·········██··············█······················| c0d66101 0.657
|·······███·····█·····█···█············█······················| 1ab3bd24 0.656
|········██·····█·····█·····█···█·······█···········█·······█·| 787ce25d 0.806
|·····█····················█······█····█········█·██··█·······| fe9ba76c 0.712
|█·······██··█·········██······█·█·█···█······················| c1109bd9 0.662
|··█·····██·····█···█·█····█···█·█·█···█········█·█·█········█| d30cfa33 0.781
|··█·····█····█··█··█·██··█·█··················██··█·█·█·█····| 44a0ef44 0.835
|··█·····██·····█···█·█····█···█·█·█···█········█·█·█········█| d1c1b07c 0.779
|········██·····█·····█················█······················| af7869b6 0.665
|··█·····██·····█···█·█····█···█·█·█···█········█·█·█········█| d37a599c 0.798
|······█··█·····█······█··██···█·█·····█·········██·█···█····█| f242357b 0.801
|·······███·····█·····█···█············█······················| 48144cdb 0.669
|·····█····················█······█····█········█·██··█·······| b3ae6bf5 0.721
|········██·····█···█··█··██···█·█·····█······················| cb6b60aa 0.669
|········██·██··█····██····█···········█·············█·······█| d598dd57 0.762
|······█··█·····█······█··██···█·█·····█·········██·█···█····█| 6a48f524 0.795
|··█·····█····█··█··█·██··█·█··················██··█·█·█·█····| 54567b71 0.841
|········██·····█·····█·····█···█·······█···········█·······█·| 5470802d 0.802
|········█······█·····███··············██·····················| bb8d1650 0.706
|··█·····█····█··█··█·██··█·█··················██··█·█·█·█····| 7ffe1170 0.832
|········██·····█·····█················█················█·····| fde3d4b9 0.897
|········██·██··█····██····█···········█·············█·······█| 28ca8be6 0.758
|···█·████··█···························█········█·█··········| 98fd918c 0.745
|··█·····█····█··█··█·██··█·█··················██··█·█·█·█····| 9928b56b 0.830
|········██·····█···█··█··██···█·█·····█······················| 513e3b46 0.658
|··█·····█····█··█··█·██··█·█··················██··█·█·█·█····| ab9ab78b 0.826
|······█··█·····█······█··██···█·█·····█·········██·█···█····█| 68c27a00 0.777
|·····█····················█······█····█········█·██··█·······| d8c33e04 0.683
|···█·████··█···························█········█·█··········| fcd4f75b 0.718


|·······█······█················█·····························| cf935d2c 0.706
|········█···█········███··············██·····················| 7501b59d 0.716
|··█·····██···█··█··█·█···█·█··········█·······██··█·█·█·█····| 0715f129 0.813
|··█·····██···█··█··█·█···█·█··········█·······██··█·█·█·█····| e6e76463 0.814
|········██·██··█····██····█···········█·············█·······█| 6622a1af 0.781
|········██·········█··█··██···█·█·····█················█·····| bc098eb9 0.908
|··█·····██·····█·····█················█······················| d88a5f0c 0.671
|··█·····██···█··█··█·█···█·█··········█·······██··█·█·█·█····| 6d13bfcd 0.803
|·····█··················█··········█·█·············█···█··█··| 14a5b655 0.771
|·····█··██··█·········██······█·█·█···█·····················█| 3f2b3637 0.755
|······█··█·····█······█··██···█·█·····█·········██·█···█·····| b115ff4a 0.741
|·······███·····██····█···█············█········█·█···█·······| 0a5003ab 0.702
|·······█······█················█·····························| 43fd578b 0.707
|·····█··██··█·········██······█·█·█···█·····················█| e99801ce 0.762
|···█·████··█··················█········█········█·█··········| fa200ea6 0.772
|·····█··██··█·········██······█·█·█···█·····················█| 63d3ddc0 0.762
|········██·········█··█··██···█·█·····█················█·····| 17ba3319 0.911
|·······███·····██····█···█············█········█·█···█·······| 738e7b74 0.701
|····██·███··█········███·█·█····████·························| dfee44d8 0.756
|········█······█······██··············█·····█················| b4aedf88 0.740
|········█······█······██··············█·····█················| 2d2028b1 0.742
|·······███·····██····█···█············█········█·█···█·······| fc1b3287 0.707
|·····█··················█··········█·█·············█···█··█··| d5efdd8b 0.780
|········██·········█··█··██···█·█·····█················█·····| 25921825 0.902
|·····█··██··█·········██······█·█·█···█·····················█| 19c58e54 0.753
|········██·····█·····█················█······················| add4b752 0.665
|·····█··················█··········█·█·············█···█··█··| 4ce5f440 0.766
|·······███·····██····█···█············█········█·█···█·······| 87c5189d 0.699
|·····█··················█··········█·█·············█···█··█··| 63c64ee3 0.770
|········█···█·········██··············█······················| c0d66101 0.659 *
|·····█··················█··········█·█·············█···█··█··| ed01784e 0.771
|·······███·····██····█···█············█········█·█···█·······| f1436a80 0.704
|········██·········█··█··██···█·█·····█················█·····| 7f0a04ce 0.911
|········██·····█···█··█··██···█·█·····█······················| 513e3b46 0.669
|···█·████··█··················█········█········█·█··········| 332a8098 0.771
|···█·████··█··················█········█········█·█··········| 2eab856f 0.765
|········█·············██··············█······················| 7536ba7a 0.665
|·······█······█················█·····························| 7377b381 0.694
|········█···█········███··············█······················| bff80897 0.664
|····██·███··█········███·█·█····████·························| 4ac58fad 0.757
|·······███·····██····█···█············█········█·█···█·······| 645d4439 0.694
|··█·····██···█··█··█·█···█·█··········█·······██··█·█·█·█····| d7668743 0.796
|·····█··██··█·········██······█·█·█···█·····················█| fe341364 0.758
|········██·····█·····█·····█···█·······█···········█·······█·| 4cb72876 0.809
|█·······██·····█·····█···············██······█···············| 1122fce7 0.715
|·······███·····██····█···█············█········█·█···█·······| ed00aa4e 0.703
|·····█··················█··········█·█·············█···█··█··| 00c54815 0.773
|········██·····█·····█················█······················| 69099ba5 0.666
|·······███·····█·····█···█············█······················| 1ab3bd24 0.674
|········██·····█·····█················█······················| 7afec6b2 0.664
|········██·········█··█··██···█·█·····█················█·····| 2ca72160 0.898
|·······█······█················█·····························| fbe47335 0.701
|·····█··················█··········█·█·············█···█··█··| 10b18e7b 0.770
|·····█··················█··········█·█·············█···█··█··| 56179b3f 0.760


|········██·····█·····█················█······················| 395d8936 0.670
|█·······██·····█·····█···············██······█···············| dd07230f 0.707
|··██··█······█······█····█····█······························| 4cb937e7 0.718
|·······█·······················█······█·······██·█···█·█·····| 7292e9fa 0.762
|·····█··█···█·········███··█·······█·█·············█···█··█··| 859fb170 0.800
|········██·········█·███·██···█·█·····█················█·····| cbc50246 0.895
|··██··█······█······█····█····█······························| de73e532 0.705
|········█···█········███··············█······················| 2eda8194 0.664
|··██··█······█······█····█····█······························| c06212a8 0.706
|·····█······█·········██··············█······················| 068c69d9 0.656
|·····█··█···█·········███··█·······█·█·············█···█··█··| 1682ae19 0.797
|·······███·····██····█·················█······█·█············| a454725b 0.738
|········█···█········███··············█······················| e4b547fa 0.650 *
|········██·····█·····█················█······················| add4b752 0.655
|█·······██·····█·····█···············██······█···············| 970fcb88 0.694
|·····█··█···█·········███··█·······█·█·············█···█··█··| 4f3301fd 0.792
|·····█··█···█·········███··█·······█·█·············█···█··█··| a80a8e5f 0.801
|·····█··█···█·········███··█·······█·█·············█···█··█··| 1b7f9f78 0.794
|··██··█······█······█····█····█······························| e6aab9aa 0.710
|·····█··█···█·········███··█·······█·█·············█···█··█··| 455f2854 0.804
|········██·········█·███·██···█·█·····█················█·····| 1153d5de 0.895
|········██·██··█····██····█···········█·············█·······█| db4dbf23 0.751
|········██·····█···█··█··██···█·█·····█······················| 55ea4647 0.661
|·······█·······················█······█·······██·█···█·█·····| 821c445d 0.744
|········█······█······██··············█·····█················| cdd91143 0.714
|·····█··█···█·········███··█·······█·█·············█···█··█··| efdd0417 0.804
|···█·████··█···············█··█·█·██··█·█····██·············█| 3c0e907f 0.836
|········█···█·········██··············█······················| c0d66101 0.660
|·······█·······················█······█·······██·█···█·█·····| ab95e9a5 0.743
|········█·············██··············█······················| 5b57a741 0.651
|········██·██··█····██····█···········█·············█·······█| d59e338c 0.749
|········█···█········███··············█······················| bff80897 0.656
|·······███·····██····█·················█······█·█············| 62c05e3a 0.744
|·······███·····██····█·················█······█·█············| 30c565dc 0.749
|···█·████··█···············█··█·█·██··█·█····██·············█| f1863c73 0.836
|·····█··█···█·········███··█·······█·█·············█···█··█··| c19940c7 0.790
|····██·███··█·····█··███·█·█····████··█······················| 4c810743 0.719
|···█·████··█···············█··█·█·██··█·█····██·············█| 97491846 0.869
|········█······█······██··············█·····█················| 95963689 0.743
|········██··█·········██······█·█·█···█·····················█| 3c813976 0.757
